election,state,year,stage,pollster,N,methodology,days_until,538grade,dem_polled,rep_polled,undecided_polled,dem_actual,rep_actual,dem_diff,rep_diff
senate,Wyoming,2008,general,DailyKos.com (D)/Research 2000 ,699,Unknown,6,Unknown,35.0,60.0,5.0,25.42249537,74.57750463,12.07750463,-12.077504630000007
senate,Wyoming,2008,general,DailyKos.com (D)/Research 2000 ,699,Unknown,19,Unknown,36.0,57.0,7.0,25.42249537,74.57750463,14.07750463,-14.077504630000007
senate,Wyoming,2008,general,Mason-Dixon ,724,Unknown,21,Unknown,22.0,69.0,9.0,25.42249537,74.57750463,1.07750463,-1.077504630000007
senate,Wyoming,2008,general,DailyKos.com (D)/Research 2000 ,699,Unknown,41,Unknown,34.0,58.0,8.0,25.42249537,74.57750463,12.57750463,-12.577504630000007
senate,Wyoming,2008,general,Research 2000,600,Unknown,19,Unknown,36.0,57.0,7.0,25.42249537,74.57750463,14.07750463,-14.077504630000007
senate,Wyoming,2008,general,Research 2000,699,Unknown,41,Unknown,34.0,58.0,8.0,25.42249537,74.57750463,12.57750463,-12.577504630000007
senate,California,2010,general,CNN/Time,972,Unknown,7,Unknown,50.0,45.0,5.0,55.30466022,44.69533978,-2.8046602200000024,2.8046602200000024
senate,California,2010,general,CNN/Time,882,Unknown,35,Unknown,52.0,43.0,5.0,55.30466022,44.69533978,-0.8046602200000024,0.8046602200000024
senate,California,2010,general,Field,104,Unknown,7,Unknown,49.0,41.0,10.0,55.30466022,44.69533978,-1.3046602200000024,1.3046602200000024
senate,California,2010,general,Field,698,Unknown,42,Unknown,47.0,41.0,12.0,55.30466022,44.69533978,-2.3046602200000024,2.3046602200000024
senate,California,2010,general,Field,32,Unknown,120,Unknown,47.0,44.0,9.0,55.30466022,44.69533978,-3.8046602200000024,3.8046602200000024
senate,California,2010,general,Field,845,Unknown,232,Unknown,45.0,44.0,11.0,55.30466022,44.69533978,-4.804660220000002,4.804660220000002
senate,California,2010,general,Field,1028,Unknown,289,Unknown,50.0,35.0,15.0,55.30466022,44.69533978,2.1953397799999976,-2.1953397799999976
senate,California,2010,general,FOX News/POR-Rasmussen,27,Unknown,10,Unknown,48.0,44.0,8.0,55.30466022,44.69533978,-3.3046602200000024,3.3046602200000024
senate,California,2010,general,FOX News/POR-Rasmussen,27,Unknown,17,Unknown,48.0,44.0,8.0,55.30466022,44.69533978,-3.3046602200000024,3.3046602200000024
senate,California,2010,general,FOX News/POR-Rasmussen,27,Unknown,45,Unknown,47.0,46.0,7.0,55.30466022,44.69533978,-4.804660220000002,4.804660220000002
senate,California,2010,general,FOX News/POR-Rasmussen,27,Unknown,52,Unknown,46.0,44.0,10.0,55.30466022,44.69533978,-4.304660220000002,4.304660220000002
senate,California,2010,general,LA Times/USC,1000,Unknown,13,Unknown,50.0,42.0,8.0,55.30466022,44.69533978,-1.3046602200000024,1.3046602200000024
senate,California,2010,general,LA Times/USC,971,Unknown,41,Unknown,51.0,43.0,6.0,55.30466022,44.69533978,-1.3046602200000024,1.3046602200000024
senate,California,2010,general,PPIC,83,Unknown,16,Unknown,43.0,38.0,19.0,55.30466022,44.69533978,-2.8046602200000024,2.8046602200000024
senate,California,2010,general,PPIC,162,Unknown,170,Unknown,48.0,39.0,13.0,55.30466022,44.69533978,-0.8046602200000024,0.8046602200000024
senate,California,2010,general,PPIC,111,Unknown,231,Unknown,44.0,43.0,13.0,55.30466022,44.69533978,-4.804660220000002,4.804660220000002
senate,California,2010,general,PPIC,204,Unknown,287,Unknown,48.0,40.0,12.0,55.30466022,44.69533978,-1.3046602200000024,1.3046602200000024
senate,California,2010,general,PPP (D),968,Unknown,2,Unknown,50.0,46.0,4.0,55.30466022,44.69533978,-3.3046602200000024,3.3046602200000024
senate,California,2010,general,PPP (D),721,Unknown,10,Unknown,52.0,43.0,5.0,55.30466022,44.69533978,-0.8046602200000024,0.8046602200000024
senate,California,2010,general,PPP (D),729,Unknown,47,Unknown,50.0,42.0,8.0,55.30466022,44.69533978,-1.3046602200000024,1.3046602200000024
senate,California,2010,general,R2000/Daily Kos (D)**,699,Unknown,167,Unknown,48.0,39.0,13.0,55.30466022,44.69533978,-0.8046602200000024,0.8046602200000024
senate,California,2010,general,R2000/Daily Kos (D)**,699,Unknown,237,Unknown,49.0,40.0,11.0,55.30466022,44.69533978,-0.8046602200000024,0.8046602200000024
senate,California,2010,general,R2000/Daily Kos (D)**,699,Unknown,82,Unknown,52.0,31.0,17.0,55.30466022,44.69533978,5.195339779999998,-5.195339779999998
senate,California,2010,general,Rasmussen Reports,847,Unknown,6,Unknown,49.0,46.0,5.0,55.30466022,44.69533978,-3.8046602200000024,3.8046602200000024
senate,California,2010,general,Rasmussen Reports,847,Unknown,12,Unknown,48.0,46.0,6.0,55.30466022,44.69533978,-4.304660220000002,4.304660220000002
senate,California,2010,general,Rasmussen Reports,847,Unknown,20,Unknown,49.0,46.0,5.0,55.30466022,44.69533978,-3.8046602200000024,3.8046602200000024
senate,California,2010,general,Rasmussen Reports,847,Unknown,30,Unknown,49.0,45.0,6.0,55.30466022,44.69533978,-3.3046602200000024,3.3046602200000024
senate,California,2010,general,Rasmussen Reports,847,Unknown,43,Unknown,47.0,43.0,10.0,55.30466022,44.69533978,-3.3046602200000024,3.3046602200000024
senate,California,2010,general,Rasmussen Reports,847,Unknown,57,Unknown,47.0,48.0,5.0,55.30466022,44.69533978,-5.804660220000002,5.804660220000002
senate,California,2010,general,Rasmussen Reports,847,Unknown,70,Unknown,49.0,44.0,7.0,55.30466022,44.69533978,-2.8046602200000024,2.8046602200000024
senate,California,2010,general,Rasmussen Reports,847,Unknown,91,Unknown,45.0,40.0,15.0,55.30466022,44.69533978,-2.8046602200000024,2.8046602200000024
senate,California,2010,general,Rasmussen Reports,600,Unknown,113,Unknown,49.0,42.0,9.0,55.30466022,44.69533978,-1.8046602200000024,1.8046602200000024
senate,California,2010,general,Rasmussen Reports,600,Unknown,146,Unknown,48.0,43.0,9.0,55.30466022,44.69533978,-2.8046602200000024,2.8046602200000024
senate,California,2010,general,Rasmussen Reports,600,Unknown,174,Unknown,45.0,38.0,17.0,55.30466022,44.69533978,-1.8046602200000024,1.8046602200000024
senate,California,2010,general,Rasmussen Reports,600,Unknown,236,Unknown,46.0,40.0,14.0,55.30466022,44.69533978,-2.3046602200000024,2.3046602200000024
senate,California,2010,general,Rasmussen Reports,600,Unknown,264,Unknown,46.0,42.0,12.0,55.30466022,44.69533978,-3.3046602200000024,3.3046602200000024
senate,California,2010,general,Rasmussen Reports,600,Unknown,292,Unknown,46.0,43.0,11.0,55.30466022,44.69533978,-3.8046602200000024,3.8046602200000024
senate,California,2010,general,Rasmussen Reports,600,Unknown,40,Unknown,49.0,39.0,12.0,55.30466022,44.69533978,-0.30466022000000237,0.30466022000000237
senate,California,2010,general,Rasmussen Reports,600,Unknown,103,Unknown,45.0,41.0,14.0,55.30466022,44.69533978,-3.3046602200000024,3.3046602200000024
senate,California,2010,general,Reuters/Ipsos,553,Unknown,19,Unknown,46.0,45.0,9.0,55.30466022,44.69533978,-4.804660220000002,4.804660220000002
senate,California,2010,general,Reuters/Ipsos,553,Unknown,29,Unknown,49.0,45.0,6.0,55.30466022,44.69533978,-3.3046602200000024,3.3046602200000024
senate,California,2010,general,Suffolk University,699,Unknown,9,Unknown,52.0,43.0,5.0,55.30466022,44.69533978,-0.8046602200000024,0.8046602200000024
senate,California,2010,general,SurveyUSA,686,Unknown,2,Unknown,46.0,38.0,16.0,55.30466022,44.69533978,-1.3046602200000024,1.3046602200000024
senate,California,2010,general,SurveyUSA,693,Unknown,8,Unknown,45.0,40.0,15.0,55.30466022,44.69533978,-2.8046602200000024,2.8046602200000024
senate,California,2010,general,SurveyUSA,720,Unknown,15,Unknown,46.0,44.0,10.0,55.30466022,44.69533978,-4.304660220000002,4.304660220000002
senate,California,2010,general,SurveyUSA,769,Unknown,30,Unknown,46.0,43.0,11.0,55.30466022,44.69533978,-3.8046602200000024,3.8046602200000024
senate,California,2010,general,SurveyUSA,709,Unknown,42,Unknown,49.0,43.0,8.0,55.30466022,44.69533978,-2.3046602200000024,2.3046602200000024
senate,California,2010,general,SurveyUSA,668,Unknown,62,Unknown,46.0,48.0,6.0,55.30466022,44.69533978,-6.304660220000002,6.304660220000002
senate,California,2010,general,SurveyUSA,701,Unknown,83,Unknown,42.0,47.0,11.0,55.30466022,44.69533978,-7.804660220000002,7.804660220000002
senate,California,2010,general,SurveyUSA,713,Unknown,114,Unknown,45.0,47.0,8.0,55.30466022,44.69533978,-6.304660220000002,6.304660220000002
senate,California,2010,general,Wilson Research (R),895,Unknown,19,Unknown,43.0,46.0,11.0,55.30466022,44.69533978,-6.804660220000002,6.804660220000002
senate,Colorado,2010,general,CNN/Time,924,Unknown,7,Unknown,46.0,47.0,7.0,50.89004057,49.10995943,-1.3900405699999965,1.3900405699999965
senate,Colorado,2010,general,CNN/Time,948,Unknown,42,Unknown,44.0,49.0,7.0,50.89004057,49.10995943,-3.3900405699999965,3.3900405699999965
senate,Colorado,2010,general,Denver Post/SurveyUSA,720,Unknown,12,Unknown,47.0,47.0,6.0,50.89004057,49.10995943,-0.8900405699999965,0.8900405699999965
senate,Colorado,2010,general,Denver Post/SurveyUSA,746,Unknown,33,Unknown,43.0,48.0,9.0,50.89004057,49.10995943,-3.3900405699999965,3.3900405699999965
senate,Colorado,2010,general,FOX News/POR-Rasmussen,27,Unknown,3,Unknown,46.0,50.0,4.0,50.89004057,49.10995943,-2.8900405699999965,2.8900405699999965
senate,Colorado,2010,general,FOX News/POR-Rasmussen,27,Unknown,17,Unknown,45.0,46.0,9.0,50.89004057,49.10995943,-1.3900405699999965,1.3900405699999965
senate,Colorado,2010,general,FOX News/POR-Rasmussen,27,Unknown,38,Unknown,43.0,47.0,10.0,50.89004057,49.10995943,-2.8900405699999965,2.8900405699999965
senate,Colorado,2010,general,McClatchy/Marist,714,Unknown,5,Unknown,45.0,49.0,6.0,50.89004057,49.10995943,-2.8900405699999965,2.8900405699999965
senate,Colorado,2010,general,McClatchy/Marist,636,Unknown,35,Unknown,42.0,50.0,8.0,50.89004057,49.10995943,-4.8900405699999965,4.8900405699999965
senate,Colorado,2010,general,POS/FM3,577,Unknown,62,Unknown,43.0,40.0,17.0,50.89004057,49.10995943,0.6099594300000035,-0.6099594300000035
senate,Colorado,2010,general,PPP (D),77,Unknown,2,Unknown,48.0,49.0,3.0,50.89004057,49.10995943,-1.3900405699999965,1.3900405699999965
senate,Colorado,2010,general,PPP (D),913,Unknown,10,Unknown,47.0,47.0,6.0,50.89004057,49.10995943,-0.8900405699999965,0.8900405699999965
senate,Colorado,2010,general,PPP (D),929,Unknown,31,Unknown,46.0,45.0,9.0,50.89004057,49.10995943,-0.3900405699999965,0.3900405699999965
senate,Colorado,2010,general,PPP (D),78,Unknown,170,Unknown,45.0,39.0,16.0,50.89004057,49.10995943,2.1099594300000035,-2.1099594300000035
senate,Colorado,2010,general,PPP (D),679,Unknown,239,Unknown,46.0,40.0,14.0,50.89004057,49.10995943,2.1099594300000035,-2.1099594300000035
senate,Colorado,2010,general,Rasmussen Reports,847,Unknown,8,Unknown,44.0,48.0,8.0,50.89004057,49.10995943,-2.8900405699999965,2.8900405699999965
senate,Colorado,2010,general,Rasmussen Reports,847,Unknown,19,Unknown,45.0,47.0,8.0,50.89004057,49.10995943,-1.8900405699999965,1.8900405699999965
senate,Colorado,2010,general,Rasmussen Reports,847,Unknown,30,Unknown,45.0,50.0,5.0,50.89004057,49.10995943,-3.3900405699999965,3.3900405699999965
senate,Colorado,2010,general,Rasmussen Reports,847,Unknown,36,Unknown,43.0,51.0,6.0,50.89004057,49.10995943,-4.8900405699999965,4.8900405699999965
senate,Colorado,2010,general,Rasmussen Reports,847,Unknown,49,Unknown,45.0,49.0,6.0,50.89004057,49.10995943,-2.8900405699999965,2.8900405699999965
senate,Colorado,2010,general,Rasmussen Reports,847,Unknown,65,Unknown,45.0,49.0,6.0,50.89004057,49.10995943,-2.8900405699999965,2.8900405699999965
senate,Colorado,2010,general,Rasmussen Reports,847,Unknown,83,Unknown,41.0,46.0,13.0,50.89004057,49.10995943,-3.3900405699999965,3.3900405699999965
senate,Colorado,2010,general,Rasmussen Reports,600,Unknown,99,Unknown,42.0,48.0,10.0,50.89004057,49.10995943,-3.8900405699999965,3.8900405699999965
senate,Colorado,2010,general,Rasmussen Reports,600,Unknown,117,Unknown,39.0,48.0,13.0,50.89004057,49.10995943,-5.3900405699999965,5.3900405699999965
senate,Colorado,2010,general,Rasmussen Reports,600,Unknown,148,Unknown,41.0,46.0,13.0,50.89004057,49.10995943,-3.3900405699999965,3.3900405699999965
senate,Colorado,2010,general,Rasmussen Reports,600,Unknown,183,Unknown,41.0,48.0,11.0,50.89004057,49.10995943,-4.3900405699999965,4.3900405699999965
senate,Colorado,2010,general,Rasmussen Reports,600,Unknown,211,Unknown,40.0,44.0,16.0,50.89004057,49.10995943,-2.8900405699999965,2.8900405699999965
senate,Colorado,2010,general,Rasmussen Reports,600,Unknown,245,Unknown,38.0,44.0,18.0,50.89004057,49.10995943,-3.8900405699999965,3.8900405699999965
senate,Colorado,2010,general,Rasmussen Reports,600,Unknown,273,Unknown,41.0,45.0,14.0,50.89004057,49.10995943,-2.8900405699999965,2.8900405699999965
senate,Colorado,2010,general,Rasmussen Reports,600,Unknown,293,Unknown,38.0,43.0,19.0,50.89004057,49.10995943,-3.3900405699999965,3.3900405699999965
senate,Colorado,2010,general,Reuters/Ipsos,516,Unknown,16,Unknown,45.0,48.0,7.0,50.89004057,49.10995943,-2.3900405699999965,2.3900405699999965
senate,Colorado,2010,general,Reuters/Ipsos,558,Unknown,72,Unknown,40.0,49.0,11.0,50.89004057,49.10995943,-5.3900405699999965,5.3900405699999965
senate,Connecticut,2010,general,CNN/Time,870,Unknown,28,Unknown,54.0,41.0,5.0,56.06934531,43.93065469,0.43065468999999723,-0.43065468999999723
senate,Connecticut,2010,general,CT Capitol Report/MRG,415,Unknown,7,Unknown,52.0,44.0,4.0,56.06934531,43.93065469,-2.0693453100000028,2.0693453100000028
senate,Connecticut,2010,general,CT Capitol Report/MRG,378,Unknown,30,Unknown,52.0,45.0,3.0,56.06934531,43.93065469,-2.5693453100000028,2.5693453100000028
senate,Connecticut,2010,general,FOX News/POR-Rasmussen,27,Unknown,10,Unknown,53.0,42.0,5.0,56.06934531,43.93065469,-0.5693453100000028,0.5693453100000028
senate,Connecticut,2010,general,FOX News/POR-Rasmussen,27,Unknown,24,Unknown,49.0,43.0,8.0,56.06934531,43.93065469,-3.0693453100000028,3.0693453100000028
senate,Connecticut,2010,general,FOX News/POR-Rasmussen,27,Unknown,31,Unknown,52.0,42.0,6.0,56.06934531,43.93065469,-1.0693453100000028,1.0693453100000028
senate,Connecticut,2010,general,PPP (D),856,Unknown,4,Unknown,54.0,43.0,3.0,56.06934531,43.93065469,-0.5693453100000028,0.5693453100000028
senate,Connecticut,2010,general,PPP (D),905,Unknown,31,Unknown,53.0,41.0,6.0,56.06934531,43.93065469,-0.06934531000000277,0.06934531000000277
senate,Connecticut,2010,general,PPP (D),621,Unknown,301,Unknown,60.0,28.0,12.0,56.06934531,43.93065469,9.930654689999997,-9.930654689999997
senate,Connecticut,2010,general,Quinnipiac,1006,Unknown,2,Unknown,53.0,44.0,3.0,56.06934531,43.93065469,-1.5693453100000028,1.5693453100000028
senate,Connecticut,2010,general,Quinnipiac,801,Unknown,9,Unknown,54.0,42.0,4.0,56.06934531,43.93065469,-0.06934531000000277,0.06934531000000277
senate,Connecticut,2010,general,Quinnipiac,123,Unknown,22,Unknown,54.0,43.0,3.0,56.06934531,43.93065469,-0.5693453100000028,0.5693453100000028
senate,Connecticut,2010,general,Quinnipiac,96,Unknown,37,Unknown,49.0,46.0,5.0,56.06934531,43.93065469,-4.569345310000003,4.569345310000003
senate,Connecticut,2010,general,Quinnipiac,961,Unknown,51,Unknown,51.0,45.0,4.0,56.06934531,43.93065469,-3.0693453100000028,3.0693453100000028
senate,Connecticut,2010,general,R2000/Daily Kos (D)**,699,Unknown,160,Unknown,52.0,33.0,15.0,56.06934531,43.93065469,3.4306546899999972,-3.4306546899999972
senate,Connecticut,2010,general,R2000/Daily Kos (D)**,699,Unknown,293,Unknown,56.0,34.0,10.0,56.06934531,43.93065469,4.930654689999997,-4.930654689999997
senate,Connecticut,2010,general,Rasmussen Reports,847,Unknown,2,Unknown,53.0,46.0,1.0,56.06934531,43.93065469,-2.5693453100000028,2.5693453100000028
senate,Connecticut,2010,general,Rasmussen Reports,847,Unknown,9,Unknown,56.0,43.0,1.0,56.06934531,43.93065469,0.43065468999999723,-0.43065468999999723
senate,Connecticut,2010,general,Rasmussen Reports,847,Unknown,19,Unknown,51.0,46.0,3.0,56.06934531,43.93065469,-3.5693453100000028,3.5693453100000028
senate,Connecticut,2010,general,Rasmussen Reports,847,Unknown,28,Unknown,54.0,43.0,3.0,56.06934531,43.93065469,-0.5693453100000028,0.5693453100000028
senate,Connecticut,2010,general,Rasmussen Reports,600,Unknown,37,Unknown,50.0,45.0,5.0,56.06934531,43.93065469,-3.5693453100000028,3.5693453100000028
senate,Connecticut,2010,general,Rasmussen Reports,600,Unknown,54,Unknown,53.0,44.0,3.0,56.06934531,43.93065469,-1.5693453100000028,1.5693453100000028
senate,Connecticut,2010,general,Rasmussen Reports,600,Unknown,83,Unknown,47.0,40.0,13.0,56.06934531,43.93065469,-2.5693453100000028,2.5693453100000028
senate,Connecticut,2010,general,Rasmussen Reports,600,Unknown,110,Unknown,53.0,40.0,7.0,56.06934531,43.93065469,0.43065468999999723,-0.43065468999999723
senate,Connecticut,2010,general,Rasmussen Reports,600,Unknown,154,Unknown,56.0,33.0,11.0,56.06934531,43.93065469,5.430654689999997,-5.430654689999997
senate,Connecticut,2010,general,Rasmussen Reports,600,Unknown,168,Unknown,48.0,45.0,7.0,56.06934531,43.93065469,-4.569345310000003,4.569345310000003
senate,Connecticut,2010,general,Rasmussen Reports,600,Unknown,182,Unknown,52.0,39.0,9.0,56.06934531,43.93065469,0.43065468999999723,-0.43065468999999723
senate,Connecticut,2010,general,Rasmussen Reports,600,Unknown,209,Unknown,55.0,35.0,10.0,56.06934531,43.93065469,3.9306546899999972,-3.9306546899999972
senate,Connecticut,2010,general,Rasmussen Reports,600,Unknown,245,Unknown,60.0,31.0,9.0,56.06934531,43.93065469,8.430654689999997,-8.430654689999997
senate,Connecticut,2010,general,Rasmussen Reports,600,Unknown,274,Unknown,56.0,36.0,8.0,56.06934531,43.93065469,3.9306546899999972,-3.9306546899999972
senate,Connecticut,2010,general,Rasmussen Reports,600,Unknown,300,Unknown,58.0,34.0,8.0,56.06934531,43.93065469,5.930654689999997,-5.930654689999997
senate,Connecticut,2010,general,Suffolk University*,600,Unknown,13,Unknown,57.0,39.0,4.0,56.06934531,43.93065469,2.9306546899999972,-2.9306546899999972
senate,Illinois,2010,general,Chicago Tribune,799,Unknown,11,Unknown,41.0,44.0,15.0,49.15355888,50.84644112,-0.6535588799999985,0.6535588799999985
senate,Illinois,2010,general,CNN/Time,923,Unknown,35,Unknown,43.0,42.0,15.0,49.15355888,50.84644112,1.3464411200000015,-1.3464411200000015
senate,Illinois,2010,general,FOX News/POR-Rasmussen,27,Unknown,3,Unknown,42.0,46.0,12.0,49.15355888,50.84644112,-1.1535588799999985,1.1535588799999985
senate,Illinois,2010,general,FOX News/POR-Rasmussen,27,Unknown,10,Unknown,41.0,43.0,16.0,49.15355888,50.84644112,-0.1535588799999985,0.1535588799999985
senate,Illinois,2010,general,FOX News/POR-Rasmussen,27,Unknown,38,Unknown,40.0,42.0,18.0,49.15355888,50.84644112,-0.1535588799999985,0.1535588799999985
senate,Illinois,2010,general,Post-Dispatch/Mason-Dixon,724,Unknown,13,Unknown,41.0,43.0,16.0,49.15355888,50.84644112,-0.1535588799999985,0.1535588799999985
senate,Illinois,2010,general,PPP (D),909,Unknown,2,Unknown,42.0,46.0,12.0,49.15355888,50.84644112,-1.1535588799999985,1.1535588799999985
senate,Illinois,2010,general,PPP (D),656,Unknown,17,Unknown,40.0,42.0,18.0,49.15355888,50.84644112,-0.1535588799999985,0.1535588799999985
senate,Illinois,2010,general,Rasmussen Reports,847,Unknown,7,Unknown,42.0,46.0,12.0,49.15355888,50.84644112,-1.1535588799999985,1.1535588799999985
senate,Illinois,2010,general,Rasmussen Reports,847,Unknown,15,Unknown,40.0,44.0,16.0,49.15355888,50.84644112,-1.1535588799999985,1.1535588799999985
senate,Illinois,2010,general,Rasmussen Reports,847,Unknown,22,Unknown,44.0,43.0,13.0,49.15355888,50.84644112,1.3464411200000015,-1.3464411200000015
senate,Illinois,2010,general,Rasmussen Reports,847,Unknown,29,Unknown,41.0,45.0,14.0,49.15355888,50.84644112,-1.1535588799999985,1.1535588799999985
senate,Illinois,2010,general,Rasmussen Reports,847,Unknown,42,Unknown,41.0,44.0,15.0,49.15355888,50.84644112,-0.6535588799999985,0.6535588799999985
senate,Illinois,2010,general,Rasmussen Reports,847,Unknown,71,Unknown,45.0,45.0,10.0,49.15355888,50.84644112,0.8464411200000015,-0.8464411200000015
senate,Illinois,2010,general,Rasmussen Reports,847,Unknown,99,Unknown,43.0,41.0,16.0,49.15355888,50.84644112,1.8464411200000015,-1.8464411200000015
senate,Illinois,2010,general,Rasmussen Reports,600,Unknown,148,Unknown,39.0,42.0,19.0,49.15355888,50.84644112,-0.6535588799999985,0.6535588799999985
senate,Illinois,2010,general,Rasmussen Reports,600,Unknown,188,Unknown,38.0,46.0,16.0,49.15355888,50.84644112,-3.1535588799999985,3.1535588799999985
senate,Illinois,2010,general,Rasmussen Reports,600,Unknown,239,Unknown,44.0,41.0,15.0,49.15355888,50.84644112,2.3464411200000015,-2.3464411200000015
senate,Illinois,2010,general,Rasmussen Reports,600,Unknown,272,Unknown,40.0,46.0,14.0,49.15355888,50.84644112,-2.1535588799999985,2.1535588799999985
senate,Illinois,2010,general,Rasmussen Reports,600,Unknown,19,Unknown,41.0,41.0,18.0,49.15355888,50.84644112,0.8464411200000015,-0.8464411200000015
senate,Illinois,2010,general,Suffolk University,600,Unknown,30,Unknown,41.0,42.0,17.0,49.15355888,50.84644112,0.3464411200000015,-0.3464411200000015
senate,Kentucky,2010,general,CN|2/Braun Research,895,Unknown,6,Unknown,39.0,47.0,14.0,44.26055927,55.73944073,1.7394407299999983,-1.7394407299999983
senate,Kentucky,2010,general,CN|2/Braun Research,921,Unknown,27,Unknown,40.0,43.0,17.0,44.26055927,55.73944073,4.239440729999998,-4.239440729999998
senate,Kentucky,2010,general,CN|2/Braun Research,896,Unknown,76,Unknown,42.0,41.0,17.0,44.26055927,55.73944073,6.239440729999998,-6.239440729999998
senate,Kentucky,2010,general,CNN/Time,881,Unknown,7,Unknown,43.0,50.0,7.0,44.26055927,55.73944073,2.2394407299999983,-2.2394407299999983
senate,Kentucky,2010,general,Daily Kos/PPP (D),1029,Unknown,51,Unknown,42.0,49.0,9.0,44.26055927,55.73944073,2.2394407299999983,-2.2394407299999983
senate,Kentucky,2010,general,FOX News/POR-Rasmussen,27,Unknown,10,Unknown,43.0,50.0,7.0,44.26055927,55.73944073,2.2394407299999983,-2.2394407299999983
senate,Kentucky,2010,general,Mason-Dixon,724,Unknown,14,Unknown,43.0,48.0,9.0,44.26055927,55.73944073,3.2394407299999983,-3.2394407299999983
senate,Kentucky,2010,general,PPP (D),47,Unknown,3,Unknown,40.0,55.0,5.0,44.26055927,55.73944073,-1.7605592700000017,1.7605592700000017
senate,Kentucky,2010,general,PPP (D),983,Unknown,9,Unknown,40.0,53.0,7.0,44.26055927,55.73944073,-0.7605592700000017,0.7605592700000017
senate,Kentucky,2010,general,R2000/Daily Kos (D)**,699,Unknown,160,Unknown,41.0,44.0,15.0,44.26055927,55.73944073,4.239440729999998,-4.239440729999998
senate,Kentucky,2010,general,R2000/Daily Kos (D)**,699,Unknown,174,Unknown,39.0,42.0,19.0,44.26055927,55.73944073,4.239440729999998,-4.239440729999998
senate,Kentucky,2010,general,R2000/Daily Kos (D)**,699,Unknown,230,Unknown,39.0,45.0,16.0,44.26055927,55.73944073,2.7394407299999983,-2.7394407299999983
senate,Kentucky,2010,general,Rasmussen Reports,847,Unknown,6,Unknown,41.0,53.0,6.0,44.26055927,55.73944073,-0.2605592700000017,0.2605592700000017
senate,Kentucky,2010,general,Rasmussen Reports,600,Unknown,15,Unknown,42.0,47.0,11.0,44.26055927,55.73944073,3.2394407299999983,-3.2394407299999983
senate,Kentucky,2010,general,Rasmussen Reports,600,Unknown,34,Unknown,38.0,49.0,13.0,44.26055927,55.73944073,0.23944072999999833,-0.23944072999999833
senate,Kentucky,2010,general,Rasmussen Reports,600,Unknown,56,Unknown,39.0,54.0,7.0,44.26055927,55.73944073,-1.7605592700000017,1.7605592700000017
senate,Kentucky,2010,general,Rasmussen Reports,600,Unknown,77,Unknown,41.0,51.0,8.0,44.26055927,55.73944073,0.7394407299999983,-0.7394407299999983
senate,Kentucky,2010,general,Rasmussen Reports,847,Unknown,105,Unknown,41.0,49.0,10.0,44.26055927,55.73944073,1.7394407299999983,-1.7394407299999983
senate,Kentucky,2010,general,Rasmussen Reports,600,Unknown,127,Unknown,42.0,49.0,9.0,44.26055927,55.73944073,2.2394407299999983,-2.2394407299999983
senate,Kentucky,2010,general,Rasmussen Reports,600,Unknown,154,Unknown,41.0,49.0,10.0,44.26055927,55.73944073,1.7394407299999983,-1.7394407299999983
senate,Kentucky,2010,general,Rasmussen Reports,600,Unknown,167,Unknown,34.0,59.0,7.0,44.26055927,55.73944073,-6.760559270000002,6.760559270000002
senate,Kentucky,2010,general,Rasmussen Reports,600,Unknown,188,Unknown,38.0,47.0,15.0,44.26055927,55.73944073,1.2394407299999983,-1.2394407299999983
senate,Kentucky,2010,general,Rasmussen Reports,600,Unknown,216,Unknown,36.0,50.0,14.0,44.26055927,55.73944073,-1.2605592700000017,1.2605592700000017
senate,Kentucky,2010,general,Rasmussen Reports,600,Unknown,245,Unknown,34.0,49.0,17.0,44.26055927,55.73944073,-1.7605592700000017,1.7605592700000017
senate,Kentucky,2010,general,Rasmussen Reports,600,Unknown,273,Unknown,39.0,47.0,14.0,44.26055927,55.73944073,1.7394407299999983,-1.7394407299999983
senate,Kentucky,2010,general,Rasmussen Reports,600,Unknown,300,Unknown,38.0,46.0,16.0,44.26055927,55.73944073,1.7394407299999983,-1.7394407299999983
senate,Kentucky,2010,general,Reuters/Ipsos,542,Unknown,79,Unknown,40.0,45.0,15.0,44.26055927,55.73944073,3.2394407299999983,-3.2394407299999983
senate,Kentucky,2010,general,SurveyUSA,736,Unknown,6,Unknown,43.0,52.0,5.0,44.26055927,55.73944073,1.2394407299999983,-1.2394407299999983
senate,Kentucky,2010,general,SurveyUSA,710,Unknown,40,Unknown,47.0,49.0,4.0,44.26055927,55.73944073,4.739440729999998,-4.739440729999998
senate,Kentucky,2010,general,SurveyUSA,660,Unknown,62,Unknown,40.0,55.0,5.0,44.26055927,55.73944073,-1.7605592700000017,1.7605592700000017
senate,Kentucky,2010,general,SurveyUSA,667,Unknown,96,Unknown,43.0,51.0,6.0,44.26055927,55.73944073,1.7394407299999983,-1.7394407299999983
senate,Kentucky,2010,general,SurveyUSA,668,Unknown,159,Unknown,45.0,51.0,4.0,44.26055927,55.73944073,2.7394407299999983,-2.7394407299999983
senate,Missouri,2010,general,CNN/Time,927,Unknown,28,Unknown,40.0,53.0,7.0,42.82974745,57.17025255,0.6702525500000007,-0.6702525500000007
senate,Missouri,2010,general,Daily Kos/PPP (D),789,Unknown,79,Unknown,38.0,45.0,17.0,42.82974745,57.17025255,3.6702525500000007,-3.6702525500000007
